Day ,Date ,Infected ,Exposed ,Severe  Infected ,Quarantined ,Immunized ,Susceptible ,Dead ,Isolated ,Initial  Exposed ,Susceptible  to  Exposed  transition  constant ,Daily  Quarantine  rate  of  the  Exposed ,Daily  Infected  to  Severe  Infected  transition  rate ,Hospital  Capacity ,Severe  Infected  to  Dead  transition  probability ,Severe  Infected  to  Dead  transition  probability  (Hospital  Cap.  Exceeded) ,Infected  to  Recovery  Immunized  transition  probability ,Disease  transmission  rate  of  Exposed  compared  to  Infected ,Disease  transmission  rate  of  Quarantined  compared  to  Infected ,Disease  transmission  rate  of  Severe  Infected  compared  to  Infected ,Incubation  period  (Days) ,Infection    period  (Days) ,Leakage  ratio ,Traffic  ratio ,Airway ,Railway ,Highway
11,2020-03-11,0.0,0.0,0.0,0.0,0.0,753804.0,0.0,0.0,0.0,30.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
12,2020-03-12,0.0,0.0,0.0,0.0,0.0,753804.0,0.0,0.0,0.0,30.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
13,2020-03-13,0.0,1.0,0.0,0.0,0.0,753804.0,0.0,0.0,0.0,25.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
14,2020-03-14,0.0,1.0,0.0,0.0,0.0,753804.0,0.0,0.0,0.0,25.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
15,2020-03-15,0.0,2.0,0.0,0.0,0.0,753803.0,0.0,0.0,0.0,25.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
16,2020-03-16,0.0,2.0,0.0,0.0,0.0,753803.0,0.0,0.0,0.0,25.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
17,2020-03-17,0.0,4.0,0.0,0.0,0.0,753802.0,0.0,0.0,0.0,25.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
18,2020-03-18,0.0,8.0,0.0,0.0,0.0,753798.0,0.0,0.0,0.0,25.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,1.0,1.0,1.0,1.0
19,2020-03-19,0.0,11.0,0.0,0.0,0.0,753795.0,0.0,0.0,0.0,20.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.25,1.0,1.0,1.0,1.0
20,2020-03-20,1.0,14.0,0.0,0.0,0.0,753791.0,0.0,0.0,0.0,20.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.25,1.0,1.0,1.0,1.0
21,2020-03-21,1.0,15.0,0.0,0.0,0.0,753790.0,0.0,0.0,0.0,20.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.25,1.0,1.0,1.0,1.0
22,2020-03-22,2.0,15.0,0.0,0.0,0.0,753789.0,0.0,0.0,0.0,12.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.25,0.8,1.0,1.0,1.0
23,2020-03-23,4.0,12.0,0.0,1.0,0.0,753789.0,0.0,0.0,0.0,12.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.25,0.8,1.0,1.0,1.0
24,2020-03-24,4.0,15.0,0.0,1.0,0.0,753786.0,0.0,0.0,0.0,12.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.25,0.8,1.0,1.0,1.0
25,2020-03-25,9.0,11.0,0.0,1.0,0.0,753785.0,0.0,0.0,0.0,12.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.25,0.8,1.0,1.0,1.0
26,2020-03-26,10.0,12.0,0.0,1.0,0.0,753783.0,0.0,0.0,0.0,12.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.25,0.8,1.0,1.0,1.0
27,2020-03-27,14.0,9.0,0.0,1.0,0.0,753782.0,0.0,0.0,0.0,10.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.8,1.0,1.0,1.0
28,2020-03-28,14.0,10.0,0.0,1.0,0.0,753780.0,0.0,1.0,0.0,10.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.8,1.0,1.0,1.0
29,2020-03-29,15.0,12.0,0.0,1.0,0.0,753777.0,0.0,1.0,0.0,10.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.8,1.0,1.0,1.0
30,2020-03-30,16.0,12.0,0.0,1.0,0.0,753776.0,0.0,1.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
31,2020-03-31,18.0,18.0,0.0,0.0,0.0,753768.0,0.0,2.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
32,2020-04-01,19.0,17.0,0.0,1.0,0.0,753767.0,0.0,2.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
33,2020-04-02,19.0,18.0,0.0,1.0,0.0,753766.0,0.0,2.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
34,2020-04-03,21.0,21.0,0.0,1.0,0.0,753760.0,0.0,3.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
35,2020-04-04,26.0,18.0,0.0,1.0,0.0,753758.0,0.0,3.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
36,2020-04-05,26.0,19.0,0.0,1.0,0.0,753757.0,0.0,3.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
37,2020-04-06,30.0,17.0,0.0,1.0,0.0,753755.0,0.0,3.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
38,2020-04-07,32.0,22.0,0.0,0.0,0.0,753748.0,0.0,4.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
39,2020-04-08,35.0,21.0,0.0,0.0,0.0,753746.0,0.0,4.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
40,2020-04-09,39.0,20.0,1.0,0.0,0.0,753742.0,0.0,4.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
41,2020-04-10,39.0,26.0,1.0,0.0,0.0,753736.0,0.0,4.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
42,2020-04-11,38.0,30.0,1.0,0.0,3.0,753730.0,0.0,4.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
43,2020-04-12,40.0,29.0,1.0,0.0,5.0,753727.0,0.0,4.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
44,2020-04-13,42.0,31.0,1.0,0.0,6.0,753722.0,0.0,4.0,0.0,7.0,2.0,1.25,425.0,10.0,20.0,90.0,100.0,20.0,20.0,5.0,14.0,0.0,0.0,1.0,1.0,1.0
